stock_code,total_number_of_shares,market_value,stock_name,listed_market,wel_delete,enterprise_name,enterprise_id,update_time,gics_code,gics_code4 
300840.SZ,240888888.0,3252000000.0,酷特智能,1,0,青岛酷特智能股份有限公司,101503,2021-05-13 00:00:00,252030,25203010
300841.SZ,61131673.0,24114000000.0,康华生物,1,0,成都康华生物制品股份有限公司,101504,2021-05-13 00:00:00,352010,35201010
300842.SZ,100094206.0,4250000000.0,帝科股份,1,0,无锡帝科电子材料股份有限公司,101505,2021-05-13 00:00:00,452030,45203015
300843.SZ,150782427.0,3578067000.0,胜蓝股份,1,0,胜蓝科技股份有限公司,17913,2021-05-13 00:00:00,452030,45203015
300845.SZ,92736762.0,2024443520.0000002,捷安高科,1,0,郑州捷安高科股份有限公司,101506,2021-05-13 00:00:00,451020,45102010
300845.SZ,92736762.0,2024443520.0000002,捷安高科,1,0,郑州捷安高科股份有限公司,101506,2021-05-13 00:00:00,451020,45102010
300846.SZ,412404415.0,7794443449.150001,首都在线,1,0,北京首都在线科技股份有限公司,101507,2021-05-13 00:00:00,451020,45102030
300846.SZ,412404415.0,7794443449.150001,首都在线,1,0,北京首都在线科技股份有限公司,101507,2021-05-13 00:00:00,451020,45102030
300847.SZ,199456762.0,4090858200.0,中船汉光,1,0,中船重工汉光科技股份有限公司,101508,2021-05-13 00:00:00,252010,25201010
300848.SZ,128420012.0,4106872000.0,美瑞新材,1,0,美瑞新材料股份有限公司,101509,2021-05-13 00:00:00,151010,15101010
300848.SZ,128420012.0,4106872000.0,美瑞新材,1,0,美瑞新材料股份有限公司,101509,2021-05-13 00:00:00,151010,15101010
300849.SZ,100941059.0,2038000000.0,锦盛新材,1,0,浙江锦盛新材料股份有限公司,101510,2021-05-13 00:00:00,251010,25101020
300850.SZ,169316266.0,12334690000.0,新强联,1,0,洛阳新强联回转支承股份有限公司,101511,2021-05-13 00:00:00,201040,20104010
300851.SZ,86906275.0,2785346136.0,交大思诺,1,0,北京交大思诺科技股份有限公司,101512,2021-05-13 00:00:00,451030,45103010
300851.SZ,86906275.0,2785346136.0,交大思诺,1,0,北京交大思诺科技股份有限公司,101512,2021-05-13 00:00:00,451030,45103010
300852.SZ,101982383.0,4027284327.6,四会富仕,1,0,四会富仕电子科技股份有限公司,101513,2021-05-13 00:00:00,452030,45203010
300853.SZ,81738308.0,4838907840.0,申昊科技,1,0,杭州申昊科技股份有限公司,101514,2021-05-13 00:00:00,201040,20104010
300853.SZ,81738308.0,4838907840.0,申昊科技,1,0,杭州申昊科技股份有限公司,101514,2021-05-13 00:00:00,201040,20104010
300855.SZ,199242865.0,6842000000.0,图南股份,1,0,江苏图南合金股份有限公司,101515,2021-05-13 00:00:00,151040,15104020
300855.SZ,199242865.0,6842000000.0,图南股份,1,0,江苏图南合金股份有限公司,101515,2021-05-13 00:00:00,151040,15104020
300856.SZ,114405097.0,5673348800.0,科思股份,1,0,南京科思化学股份有限公司,101516,2021-05-13 00:00:00,151010,15101050
300856.SZ,114405097.0,5673348800.0,科思股份,1,0,南京科思化学股份有限公司,101516,2021-05-13 00:00:00,151010,15101050
300857.SZ,202938194.0,5211452839.86,协创数据,1,0,协创数据技术股份有限公司,101517,2021-05-13 00:00:00,252010,25201010
300858.SZ,81492016.0,4786026136.0,科拓生物,1,0,北京科拓恒通生物技术股份有限公司,101518,2021-05-13 00:00:00,352010,35201010
300859.SZ,158386686.0,3117050000.0,*ST西域,1,1,西域旅游开发股份有限公司,101519,2021-05-13 00:00:00,253010,25301020
300860.SZ,136757202.0,8164405010.96,锋尚文化,1,0,北京锋尚世纪文化传媒股份有限公司,101520,2021-05-13 00:00:00,502020,50202010
300861.SZ,389272324.0,24652616300.0,美畅股份,1,0,杨凌美畅新材料股份有限公司,101521,2021-05-13 00:00:00,151040,15104020
300862.SZ,132177947.0,4527094696.9,蓝盾光电,1,0,安徽蓝盾光电子股份有限公司,101522,2021-05-13 00:00:00,452030,45203010
300863.SZ,53445434.0,4515604800.0,卡倍亿,1,0,宁波卡倍亿电气技术股份有限公司,101523,2021-05-13 00:00:00,251020,25102010
300864.SZ,47967512.0,4252320000.0,南大环境,1,0,南京大学环境规划设计研究院集团股份公司,101524,2021-05-13 00:00:00,202010,20201050
300865.SZ,96142381.0,2785244800.0,大宏立,1,0,成都大宏立机器股份有限公司,101525,2021-05-13 00:00:00,201060,20106020
300866.SZ,396376623.0,59626935538.97,安克创新,1,0,安克创新科技股份有限公司,13292,2021-05-13 00:00:00,252010,25201010
300866.SZ,396376623.0,59626935538.97,安克创新,1,0,安克创新科技股份有限公司,13292,2021-05-13 00:00:00,252010,25201010
300867.SZ,275932181.0,7692989210.429999,圣元环保,1,0,圣元环保股份有限公司,101526,2021-05-13 00:00:00,202010,20201050
300868.SZ,128604792.0,3810560000.0,杰美特,1,0,深圳市杰美特科技股份有限公司,101527,2021-05-13 00:00:00,252010,25201010
300869.SZ,405579722.0,32308480688.0,康泰医学,1,0,康泰医学系统(秦皇岛)股份有限公司,0,2021-05-13 00:00:00,351010,35101010
300869.SZ,405579722.0,32308480688.0,康泰医学,1,0,康泰医学系统(秦皇岛)股份有限公司,0,2021-05-13 00:00:00,351010,35101010
300870.SZ,100256314.0,4945644000.0,欧陆通,1,0,深圳欧陆通电子股份有限公司,101528,2021-05-13 00:00:00,452030,45203010
300871.SZ,176217141.0,5670667628.669999,回盛生物,1,0,武汉回盛生物科技股份有限公司,101529,2021-05-13 00:00:00,352020,35202010
300872.SZ,221910743.0,7196565420.9,天阳科技,1,0,天阳宏业科技股份有限公司,101530,2021-05-13 00:00:00,451020,45102030
300872.SZ,221910743.0,7196565420.9,天阳科技,1,0,天阳宏业科技股份有限公司,101530,2021-05-13 00:00:00,451020,45102030
300873.SZ,132954366.0,5613333361.400001,海晨股份,1,0,江苏海晨物流股份有限公司,101531,2021-05-13 00:00:00,203010,20301010
300875.SZ,77592129.0,5239020595.86,捷强装备,1,0,天津捷强动力装备股份有限公司,101532,2021-05-13 00:00:00,201060,20106020
300876.SZ,96817288.0,2956800000.0,蒙泰高新,1,0,广东蒙泰高新纤维股份有限公司,101533,2021-05-13 00:00:00,151010,15101050
300877.SZ,120453563.0,4461600000.0,金春股份,1,0,安徽金春无纺布股份有限公司,101534,2021-05-13 00:00:00,252030,25203030
300877.SZ,120453563.0,4461600000.0,金春股份,1,0,安徽金春无纺布股份有限公司,101534,2021-05-13 00:00:00,252030,25203030
300878.SZ,90252984.0,4142612002.0,维康药业,1,0,浙江维康药业股份有限公司,101535,2021-05-13 00:00:00,352020,35202010
300879.SZ,158612143.0,3840000000.0,大叶股份,1,0,宁波大叶园林设备股份有限公司,101536,2021-05-13 00:00:00,201060,20106015
300880.SZ,132376881.0,3591384800.0,迦南智能,1,0,宁波迦南智能电气股份有限公司,101537,2021-05-13 00:00:00,452030,45203010
300881.SZ,97187500.0,3110000000.0,盛德鑫泰,1,0,盛德鑫泰新材料股份有限公司,101538,2021-05-13 00:00:00,151040,15104050
300882.SZ,157098851.0,3196961622.0,万胜智能,1,0,浙江万胜智能科技股份有限公司,101539,2021-05-13 00:00:00,452030,45203010
300883.SZ,345715226.0,4200440000.0,龙利得,1,0,龙利得智能科技股份有限公司,101540,2021-05-13 00:00:00,151030,15103020
300883.SZ,345715226.0,4200440000.0,龙利得,1,0,龙利得智能科技股份有限公司,101540,2021-05-13 00:00:00,151030,15103020
300884.SZ,120000000.0,4326000000.0,狄耐克,1,0,厦门狄耐克智能科技股份有限公司,0,2021-05-13 00:00:00,452030,45203015
300885.SZ,78480769.0,3264800000.0,海昌新材,1,0,扬州海昌新材股份有限公司,101541,2021-05-13 00:00:00,151030,15103010
300886.SZ,82493932.0,2773446000.0,华业香料,1,0,安徽华业香料股份有限公司,101542,2021-05-13 00:00:00,151010,15101020
300887.SZ,139974364.0,7600608000.0,谱尼测试,1,0,谱尼测试集团股份有限公司,101543,2021-05-13 00:00:00,202020,20202020
300888.SZ,423552412.0,52228248037.67999,稳健医疗,1,0,稳健医疗用品股份有限公司,26483,2021-05-13 00:00:00,351010,35101010
300889.SZ,156912280.0,3488160000.0,爱克股份,1,0,深圳爱克莱特科技股份有限公司,101544,2021-05-13 00:00:00,201040,20104010
300890.SZ,99561516.0,3860000000.0,翔丰华,1,0,深圳市翔丰华科技股份有限公司,101545,2021-05-13 00:00:00,151010,15101010
300891.SZ,409928295.0,7432000000.0,惠云钛业,1,0,广东惠云钛业股份有限公司,101546,2021-05-13 00:00:00,151010,15101050
300891.SZ,409928295.0,7432000000.0,惠云钛业,1,0,广东惠云钛业股份有限公司,101546,2021-05-13 00:00:00,151010,15101050
300892.SZ,101091609.0,4723000000.0,品渥食品,1,0,品渥食品股份有限公司,101547,2021-05-13 00:00:00,301010,30101030
300893.SZ,99048468.0,3331000000.0,松原股份,1,0,浙江松原汽车安全系统股份有限公司,101548,2021-05-13 00:00:00,251010,25101010
300894.SZ,390613063.0,20452500000.0,火星人,1,0,火星人厨具股份有限公司,0,2021-05-13 00:00:00,252010,25201040
300895.SZ,96726438.0,3463773758.0,铜牛信息,1,0,北京铜牛信息科技股份有限公司,101549,2021-05-13 00:00:00,451020,45102030
300895.SZ,96726438.0,3463773758.0,铜牛信息,1,0,北京铜牛信息科技股份有限公司,101549,2021-05-13 00:00:00,451020,45102030
300896.SZ,222509573.0,128388024000.0,爱美客,1,0,爱美客技术发展股份有限公司,101550,2021-05-13 00:00:00,351010,35101010
300897.SZ,67802210.0,2331040000.0,山科智能,1,0,杭州山科智能科技股份有限公司,101551,2021-05-13 00:00:00,452030,45203010
300898.SZ,124763179.0,4662400000.0,熊猫乳品,1,0,熊猫乳品集团股份有限公司,101552,2021-05-13 00:00:00,302020,30202030
300898.SZ,124763179.0,4662400000.0,熊猫乳品,1,0,熊猫乳品集团股份有限公司,101552,2021-05-13 00:00:00,302020,30202030
300899.SZ,64476585.0,2492020016.62,上海凯鑫,1,0,上海凯鑫分离技术股份有限公司,101553,2021-05-13 00:00:00,202010,20201050
300899.SZ,64476585.0,2492020016.62,上海凯鑫,1,0,上海凯鑫分离技术股份有限公司,101553,2021-05-13 00:00:00,202010,20201050
300900.SZ,213278948.0,6492211200.0,广联航空,1,0,广联航空工业股份有限公司,101554,2021-05-13 00:00:00,201010,20101010
300900.SZ,213278948.0,6492211200.0,广联航空,1,0,广联航空工业股份有限公司,101554,2021-05-13 00:00:00,201010,20101010
300901.SZ,237085610.0,3904800000.0,中胤时尚,1,0,浙江中胤时尚股份有限公司,101555,2021-05-13 00:00:00,202020,20202020
300902.SZ,129447286.0,3048483600.0,国安达,1,0,国安达股份有限公司,101556,2021-05-13 00:00:00,201060,20106020
300902.SZ,129447286.0,3048483600.0,国安达,1,0,国安达股份有限公司,101556,2021-05-13 00:00:00,201060,20106020
300902.SZ,129447286.0,3048483600.0,国安达,1,0,国安达股份有限公司,101556,2021-05-13 00:00:00,0,0
300903.SZ,174009715.0,5021920403.16,科翔股份,1,0,广东科翔电子科技股份有限公司,101557,2021-05-13 00:00:00,452030,45203010
300905.SZ,70196939.0,4541040000.0,宝丽迪,1,0,苏州宝丽迪材料科技股份有限公司,101558,2021-05-13 00:00:00,151010,15101050
300906.SZ,80758807.0,2980000000.0,日月明,1,0,江西日月明测控科技股份有限公司,101559,2021-05-13 00:00:00,452030,45203010
300906.SZ,80758807.0,2980000000.0,日月明,1,0,江西日月明测控科技股份有限公司,101559,2021-05-13 00:00:00,452030,45203010
300907.SZ,95372764.0,2773440000.0,康平科技,1,0,康平科技(苏州)股份有限公司,0,2021-05-13 00:00:00,201040,20104010
300908.SZ,105568130.0,6996000000.0,仲景食品,1,0,仲景食品股份有限公司,0,2021-05-13 00:00:00,302020,30202030
300909.SZ,100780687.0,4036266520.0,汇创达,1,0,深圳市汇创达科技股份有限公司,101560,2021-05-13 00:00:00,452030,45203015
300909.SZ,100780687.0,4036266520.0,汇创达,1,0,深圳市汇创达科技股份有限公司,101560,2021-05-13 00:00:00,452030,45203015
300910.SZ,147185276.0,14275500000.0,瑞丰新材,1,0,新乡市瑞丰新材料股份有限公司,0,2021-05-13 00:00:00,151010,15101020
300911.SZ,103418267.0,5603201751.0,亿田智能,1,0,浙江亿田智能厨电股份有限公司,0,2021-05-13 00:00:00,252010,25201050
300912.SZ,111732914.0,3725175360.0,凯龙高科,1,0,凯龙高科技股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300913.SZ,121848937.0,2980425000.0,兆龙互连,1,0,浙江兆龙互连科技股份有限公司,0,2021-05-13 00:00:00,452010,45201020
300915.SZ,60686856.0,4188000000.0,海融科技,1,0,上海海融食品科技股份有限公司,101561,2021-05-13 00:00:00,302020,30202030
300916.SZ,43069481.0,3746614200.0,朗特智能,1,0,深圳朗特智能控制股份有限公司,0,2021-05-13 00:00:00,452030,45203020
300917.SZ,98845671.0,3939000000.0,特发服务,1,0,深圳市特发服务股份有限公司,0,2021-05-13 00:00:00,601020,60102040
300918.SZ,356771300.0,3978000000.0,南山智尚,1,0,山东南山智尚科技股份有限公司,0,2021-05-13 00:00:00,252030,25203030
300919.SZ,553325531.0,55415552000.0,中伟股份,1,0,中伟新材料股份有限公司,0,2021-05-13 00:00:00,452030,45203020
300920.SZ,99343981.0,3483000000.0,润阳科技,1,0,浙江润阳新材料科技股份有限公司,0,2021-05-13 00:00:00,151010,15101010
300920.SZ,99343981.0,3483000000.0,润阳科技,1,0,浙江润阳新材料科技股份有限公司,0,2021-05-13 00:00:00,151010,15101010
300920.SZ,99343981.0,3483000000.0,润阳科技,1,0,浙江润阳新材料科技股份有限公司,0,2021-05-13 00:00:00,0,0
300921.SZ,73536567.0,3042207798.0,南凌科技,1,0,南凌科技股份有限公司,0,2021-05-13 00:00:00,501010,50101020
300922.SZ,113787959.0,3938201280.0000005,天秦装备,1,0,秦皇岛天秦装备制造股份有限公司,101562,2021-05-13 00:00:00,151010,15101010
300922.SZ,113787959.0,3938201280.0000005,天秦装备,1,0,秦皇岛天秦装备制造股份有限公司,101562,2021-05-13 00:00:00,151010,15101010
300923.SZ,78179546.0,2484546000.0,研奥股份,1,0,研奥电气股份有限公司,0,2021-05-13 00:00:00,201040,20104020
300925.SZ,128967022.0,4646681817.22,法本信息,1,0,深圳市法本信息技术股份有限公司,0,2021-05-13 00:00:00,451020,45102010
300925.SZ,128967022.0,4646681817.22,法本信息,1,0,深圳市法本信息技术股份有限公司,0,2021-05-13 00:00:00,451020,45102010
300926.SZ,137166233.0,3767956434.0,博俊科技,1,0,江苏博俊工业科技股份有限公司,101563,2021-05-13 00:00:00,251010,25101010
300926.SZ,137166233.0,3767956434.0,博俊科技,1,0,江苏博俊工业科技股份有限公司,101563,2021-05-13 00:00:00,251010,25101010
300927.SZ,80250679.0,2539934000.0,江天化学,1,0,南通江天化学股份有限公司,0,2021-05-13 00:00:00,151010,15101010
300928.SZ,78300508.0,3538400000.0,华安鑫创,1,0,华安鑫创控股(北京)股份有限公司,0,2021-05-13 00:00:00,251010,25101010
300929.SZ,85791474.0,2716158093.2200003,华骐环保,1,0,安徽华骐环保科技股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300930.SZ,98218347.0,2591000000.0,屹通新材,1,0,杭州屹通新材料股份有限公司,0,2021-05-13 00:00:00,151040,15104020
300931.SZ,232480101.0,3568569560.0,通用电梯,1,0,通用电梯股份有限公司,101564,2021-05-13 00:00:00,201060,20106020
300931.SZ,232480101.0,3568569560.0,通用电梯,1,0,通用电梯股份有限公司,101564,2021-05-13 00:00:00,201060,20106020
300932.SZ,127501088.0,4108085075.1000004,三友联众,1,0,三友联众集团股份有限公司,0,2021-05-13 00:00:00,452030,45203010
300933.SZ,458500000.0,5364450000.0,中辰股份,1,0,中辰电缆股份有限公司,0,2021-05-13 00:00:00,201040,20104010
300935.SZ,55926315.0,3986427750.0,盈建科,1,0,北京盈建科软件股份有限公司,0,2021-05-13 00:00:00,451030,45103010
300935.SZ,55926315.0,3986427750.0,盈建科,1,0,北京盈建科软件股份有限公司,0,2021-05-13 00:00:00,451030,45103010
300936.SZ,74357284.0,3384000000.0,中英科技,1,0,常州中英科技股份有限公司,0,2021-05-13 00:00:00,452010,45201020
300937.SZ,97769854.0,6759807750.12,药易购,1,0,四川合纵药易购医药股份有限公司,0,2021-05-13 00:00:00,301010,30101010
300938.SZ,65141289.0,3081183000.0,信测标准,1,0,深圳信测标准技术服务股份有限公司,0,2021-05-13 00:00:00,202020,20202020
300939.SZ,79122933.0,4402400000.0,秋田微,1,0,深圳秋田微电子股份有限公司,0,2021-05-13 00:00:00,452030,45203010
300940.SZ,116584741.0,5249810926.360001,南极光,1,0,深圳市南极光电子科技股份有限公司,0,2021-05-13 00:00:00,452030,45203010
300941.SZ,136255682.0,7612605000.0,创识科技,1,0,福建创识科技股份有限公司,101565,2021-05-13 00:00:00,451020,45102030
300941.SZ,136255682.0,7612605000.0,创识科技,1,0,福建创识科技股份有限公司,101565,2021-05-13 00:00:00,451020,45102030
300942.SZ,411846228.0,12021791399.999998,易瑞生物,1,0,深圳市易瑞生物技术股份有限公司,0,2021-05-13 00:00:00,352010,35201010
300943.SZ,135880000.0,3152416000.0,春晖智控,1,0,浙江春晖智能控制股份有限公司,101566,2021-05-13 00:00:00,201040,20104010
300943.SZ,135880000.0,3152416000.0,春晖智控,1,0,浙江春晖智能控制股份有限公司,101566,2021-05-13 00:00:00,201040,20104010
300943.SZ,135880000.0,3152416000.0,春晖智控,1,0,浙江春晖智能控制股份有限公司,101566,2021-05-13 00:00:00,0,0
300945.SZ,205463114.0,4010640000.0,曼卡龙,1,0,曼卡龙珠宝股份有限公司,0,2021-05-13 00:00:00,252030,25203010
300946.SZ,66044968.0,4015534099.9999995,恒而达,1,0,福建恒而达新材料股份有限公司,0,2021-05-13 00:00:00,151030,15103010
300947.SZ,53846058.0,2905533306.09,德必集团,1,0,上海德必文化创意产业发展(集团)股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300948.SZ,93631308.0,3600123800.0,冠中生态,1,0,青岛冠中生态股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300948.SZ,93631308.0,3600123800.0,冠中生态,1,0,青岛冠中生态股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300949.SZ,59779614.0,3255000000.0,奥雅设计,1,0,深圳奥雅设计股份有限公司,0,2021-05-13 00:00:00,202020,20202020
300950.SZ,98812633.0,4161000000.0,德固特,1,0,青岛德固特节能装备股份有限公司,0,2021-05-13 00:00:00,201040,20104020
300950.SZ,98812633.0,4161000000.0,德固特,1,0,青岛德固特节能装备股份有限公司,0,2021-05-13 00:00:00,201040,20104020
300951.SZ,79829726.0,6751200000.0,博硕科技,1,0,深圳市博硕科技股份有限公司,0,2021-05-13 00:00:00,452030,45203020
300951.SZ,79829726.0,6751200000.0,博硕科技,1,0,深圳市博硕科技股份有限公司,0,2021-05-13 00:00:00,0,0
300952.SZ,142804170.0,4288409252.2700005,恒辉安防,1,0,江苏恒辉安防股份有限公司,0,2021-05-13 00:00:00,252030,25203030
300953.SZ,92382827.0,5797022400.0,震裕科技,1,0,宁波震裕科技股份有限公司,0,2021-05-13 00:00:00,201040,20104010
300955.SZ,109881270.0,5256720000.0,嘉亨家化,1,0,嘉亨家化股份有限公司,0,2021-05-13 00:00:00,151030,15103020
300956.SZ,131612477.0,3586440000.0,英力股份,1,0,安徽英力电子科技股份有限公司,0,2021-05-13 00:00:00,452030,45203020
300957.SZ,433252791.0,101337828000.0,贝泰妮,1,0,云南贝泰妮生物科技集团股份有限公司,0,2021-05-13 00:00:00,151010,15101050
300958.SZ,141594520.0,4565007328.0,建工修复,1,0,北京建工环境修复股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300959.SZ,80258371.0,4721600000.0,线上线下,1,0,无锡线上线下通讯信息技术股份有限公司,0,2021-05-13 00:00:00,451020,45102030
300960.SZ,100020581.0,2857588012.92,通业科技,1,0,深圳通业科技股份有限公司,0,2021-05-13 00:00:00,201040,20104010
300960.SZ,100020581.0,2857588012.92,通业科技,1,0,深圳通业科技股份有限公司,0,2021-05-13 00:00:00,201040,20104010
300961.SZ,175781859.0,4992204800.0,深水海纳,1,0,深水海纳水务集团股份有限公司,0,2021-05-13 00:00:00,551040,55104010
300962.SZ,258896058.0,6827089056.42,中金辐照,1,0,中金辐照股份有限公司,0,2021-05-13 00:00:00,202010,20201050
300963.SZ,114643143.0,4288800000.0,中洲特材,1,0,上海中洲特种合金材料股份有限公司,101567,2021-05-13 00:00:00,151040,15104020
300965.SZ,61117632.0,4790400000.0,恒宇信通,1,0,恒宇信通航空装备(北京)股份有限公司,0,2021-05-13 00:00:00,452030,45203010
300966.SZ,120559872.0,7050341320.0,共同药业,1,0,湖北共同药业股份有限公司,0,2021-05-13 00:00:00,352020,35202010
300967.SZ,180930138.0,3611365560.0,晓鸣股份,1,0,宁夏晓鸣农牧股份有限公司,101568,2021-05-13 00:00:00,302020,30202030
300968.SZ,421591293.0,7428438600.0,格林精密,1,0,广东格林精密部件股份有限公司,0,2021-05-13 00:00:00,252010,25201010
300969.SZ,77457349.0,3314400000.0,恒帅股份,1,0,宁波恒帅股份有限公司,0,2021-05-13 00:00:00,251010,25101010
300970.SZ,57598960.0,3490497000.0,华绿生物,1,0,江苏华绿生物科技股份有限公司,0,2021-05-13 00:00:00,302020,30202010
300970.SZ,57598960.0,3490497000.0,华绿生物,1,0,江苏华绿生物科技股份有限公司,0,2021-05-13 00:00:00,302020,30202010
300970.SZ,57598960.0,3490497000.0,华绿生物,1,0,江苏华绿生物科技股份有限公司,0,2021-05-13 00:00:00,0,0
300971.SZ,82716881.0,3140760000.0,博亚精工,1,0,襄阳博亚精工装备股份有限公司,101569,2021-05-13 00:00:00,201060,20106020
300971.SZ,82716881.0,3140760000.0,博亚精工,1,0,襄阳博亚精工装备股份有限公司,101569,2021-05-13 00:00:00,201060,20106020
300972.SZ,148391074.0,2942595000.0,万辰生物,1,0,福建万辰生物科技股份有限公司,101570,2021-05-13 00:00:00,302020,30202010
300972.SZ,148391074.0,2942595000.0,万辰生物,1,0,福建万辰生物科技股份有限公司,101570,2021-05-13 00:00:00,302020,30202010
300973.SZ,168980442.0,24671144600.0,立高食品,1,0,立高食品股份有限公司,0,2021-05-13 00:00:00,302020,30202030
300975.SZ,404076717.0,9059400000.0,商络电子,1,0,南京商络电子股份有限公司,101571,2021-05-13 00:00:00,255010,25501010
300975.SZ,404076717.0,9059400000.0,商络电子,1,0,南京商络电子股份有限公司,101571,2021-05-13 00:00:00,255010,25501010
300976.SZ,53711806.0,9085352058.0,达瑞电子,1,0,东莞市达瑞电子股份有限公司,0,2021-05-13 00:00:00,452030,45203015
300976.SZ,53711806.0,9085352058.0,达瑞电子,1,0,东莞市达瑞电子股份有限公司,0,2021-05-13 00:00:00,452030,45203015
300977.SZ,44997251.0,3372544000.0,深圳瑞捷,1,0,深圳瑞捷工程咨询股份有限公司,0,2021-05-13 00:00:00,202020,20202020
300978.SZ,413300453.0,8733038587.74,东箭科技,1,0,广东东箭汽车科技股份有限公司,0,2021-05-13 00:00:00,251020,25102010
300979.SZ,1230775925.0,101120550000.0,华利集团,1,0,中山华利实业集团股份有限公司,0,2021-05-13 00:00:00,252030,25203020
300980.SZ,71999870.0,3050634516.08,祥源新材,1,0,湖北祥源新材科技股份有限公司,0,2021-05-13 00:00:00,151010,15101010
300980.SZ,71999870.0,3050634516.08,祥源新材,1,0,湖北祥源新材科技股份有限公司,0,2021-05-13 00:00:00,151010,15101010
300981.SZ,168643372.0,21080421600.0,中红医疗,1,0,中红普林医疗用品股份有限公司,0,2021-05-13 00:00:00,351010,35101010
300981.SZ,168643372.0,21080421600.0,中红医疗,1,0,中红普林医疗用品股份有限公司,0,2021-05-13 00:00:00,351010,35101010
300982.SZ,139802682.0,4946218911.75,苏文电能,1,0,苏文电能科技股份有限公司,0,2021-05-13 00:00:00,201030,20103010
300983.SZ,80300010.0,7494400000.0,尤安设计,1,0,上海尤安建筑设计股份有限公司,101572,2021-05-13 00:00:00,601020,60102040
300983.SZ,80300010.0,7494400000.0,尤安设计,1,0,上海尤安建筑设计股份有限公司,101572,2021-05-13 00:00:00,601020,60102040
300985.SZ,130867209.0,4386668860.0,致远新能,1,0,长春致远新能源装备股份有限公司,0,2021-05-13 00:00:00,151030,15103010
300986.SZ,117108671.0,6527637351.92,志特新材,1,0,江西志特新材料股份有限公司,0,2021-05-13 00:00:00,151040,15104010
300986.SZ,117108671.0,6527637351.92,志特新材,1,0,江西志特新材料股份有限公司,0,2021-05-13 00:00:00,151040,15104010
300987.SZ,124634445.0,8724411200.0,C川网,1,1,四川新闻网传媒(集团)股份有限公司,0,2021-05-13 00:00:00,255020,25502020
300988.SZ,72926709.0,4521456000.0,N津荣,1,1,天津津荣天宇精密机械股份有限公司,0,2021-05-13 00:00:00,201060,20106020
300989.SZ,57655055.0,3393000000.0,C蕾奥,1,1,深圳市蕾奥规划设计咨询股份有限公司,0,2021-05-13 00:00:00,202020,20202020
300990.SZ,47037323.0,4864600000.0,N同飞,1,1,三河同飞制冷股份有限公司,0,2021-05-13 00:00:00,201060,20106020
300999.SZ,5366806424.0,408950649560.48,金龙鱼,1,0,益海嘉里金龙鱼粮油食品股份有限公司,101573,2021-05-13 00:00:00,302020,30202010
600000.SH,29265132126.0,296163137117.08,浦发银行,1,0,上海浦东发展银行股份有限公司,29199,2021-05-13 00:00:00,401010,40101010
600004.SH,2410918454.0,28400619396.0,白云机场,1,0,广州白云国际机场股份有限公司,29200,2021-05-13 00:00:00,203050,20305010
600006.SH,1938028169.0,13760000000.0,东风汽车,1,0,东风汽车股份有限公司,29201,2021-05-13 00:00:00,251020,25102010
600007.SH,1056200171.0,20226233282.72,中国国贸,1,0,中国国际贸易中心股份有限公司,29202,2021-05-13 00:00:00,601020,60102030
600008.SH,7390189262.0,21874960217.46,首创股份,1,0,北京首创股份有限公司,29203,2021-05-13 00:00:00,551040,55104010
600009.SH,1932033843.0,88023461904.64,上海机场,1,0,上海国际机场股份有限公司,29204,2021-05-13 00:00:00,203050,20305010
600010.SH,43367382411.0,80229657460.48,包钢股份,1,0,内蒙古包钢钢联股份有限公司,29205,2021-05-13 00:00:00,151040,15104050
600011.SH,15624045748.0,66245953974.98,华能国际,1,0,华能国际电力股份有限公司,29206,2021-05-13 00:00:00,551010,55101010
600012.SH,1626359250.0,11709786600.0,皖通高速,1,0,安徽皖通高速公路股份有限公司,29207,2021-05-13 00:00:00,203050,20305020
600015.SH,15411455831.0,97862744531.88,华夏银行,1,0,华夏银行股份有限公司,29208,2021-05-13 00:00:00,401010,40101010
600016.SH,43688059841.0,202712597664.26,民生银行,1,0,中国民生银行股份有限公司,29209,2021-05-13 00:00:00,401010,40101010
600016.SH,43688059841.0,202712597664.26,民生银行,1,0,中国民生银行股份有限公司,29209,2021-05-13 00:00:00,0,0
600017.SH,3053763112.0,8581074347.52,日照港,1,0,日照港股份有限公司,29210,2021-05-13 00:00:00,203050,20305030
600018.SH,23125396161.0,111001901573.5,上港集团,1,0,上海国际港务(集团)股份有限公司,29211,2021-05-13 00:00:00,203050,20305030
600019.SH,21255229293.0,186833465485.5,宝钢股份,1,0,宝山钢铁股份有限公司,18799,2021-05-13 00:00:00,151040,15104050
600020.SH,2241005339.0,7910748848.64,中原高速,1,0,河南中原高速公路股份有限公司,29212,2021-05-13 00:00:00,203050,20305020
600021.SH,2598862349.0,18581865798.7,上海电力,1,0,上海电力股份有限公司,29213,2021-05-13 00:00:00,551010,55101010
600022.SH,10838167936.0,21893099232.0,山东钢铁,1,0,山东钢铁股份有限公司,29214,2021-05-13 00:00:00,151040,15104050
600023.SH,13600689988.0,49642518456.2,浙能电力,1,0,浙江浙能电力股份有限公司,29215,2021-05-13 00:00:00,551010,55101010
