stock_code,mutual_fund_factor
sh603160,0.008528988979396268
sh603179,0.07057578661555663
sh603186,0.01871277979327812
sh603203,0.12924502874940103
sh603208,0.09042787396884187
sh603228,0.06145184475323431
sh603232,0.4963421520980218
sh603233,0.06369969805523237
sh603236,0.13668954687941992
sh603256,0.7667465261140393
sh603259,0.008738767331296644
sh603267,0.11711024959707278
sh603283,0.3440494729276473
sh603297,0.6092562803751113
sh603301,0.303169279211445
sh603308,0.07675491135601344
sh603327,0.9981419843931822
sh603328,0.2487933963496973
sh603348,0.5417721952221234
sh603390,1.4624913626920095
sh603456,0.04264494489698134
sh603486,0.10863166541173253
sh603489,0.2394289525338879
sh603501,0.0013476281744130292
sh603508,0.34985407500980087
sh603516,0.05595009925388459
sh603520,0.18017542105581938
sh603610,1.0851299781881958
sh603613,0.11601795126292017
sh603626,0.2264977924567048
sh603633,0.9107171378374062
sh603658,0.03287191693683224
sh603659,0.05685992652930841
sh603678,0.05678006708193581
sh603707,0.028367370724821612
sh603722,0.20708232082962558
sh603730,0.07714422616195493
sh603733,0.4517570504483537
sh603738,0.06641881716749949
sh603739,0.6630491050037647
sh603755,2.004657838743793
sh603786,0.8986821514597629
sh603799,0.022260053075817274
sh603815,1.5693162755557941
sh603833,0.013716581707760614
sh603863,0.8871243753850365
sh603882,0.021283340380859172
sh603883,0.009689612947878401
sh603885,0.07438693613525907
sh603927,0.1489918284360067
sh603936,0.2006350965158464
sh603939,0.06312204403077513
sh603967,0.825195513039907
sh603982,0.7907432918064207
sh603983,0.4182518285889124
sh603986,0.0137165990454203
sh603989,0.10115232904374015
sh603992,0.8487062769525635
sh603993,0.02310832934036094
sh688002,0.08065804184635042
sh688007,0.2542225682798275
sh688008,0.059613153139630906
sh688010,1.1448534216143222
sh688011,2.10603737422137
sh688012,0.06376169246474031
sh688016,0.19388016087824425
sh688021,0.8493651173933877
sh688023,0.23983925357008729
sh688028,0.5732425217331782
sh688029,0.26499126988908456
sh688030,1.3011407637545633
sh688033,1.5521098784357859
sh688036,0.06538616497363199
sh688037,0.7167314408628392
sh688039,1.3504866046148392
sh688058,0.9053341794118027
sh688066,0.7124742595888379
sh688068,0.6894083280895504
sh688078,0.6732493668286673
sh688081,7.529302856701316
sh688089,1.3937867887316857
sh688098,0.42749261300111796
sh688099,0.15328842665480183
sh688101,0.4986981947916245
sh688108,0.5138057019645424
sh688111,0.09986439951650572
sh688116,0.14797955598147255
sh688118,1.391105809619226
sh688123,1.0849238472817961
sh688128,0.6946963705324413
sh688138,1.0989559148100114
sh688139,0.2499326185912794
sh688166,0.5446945724023284
sh688168,1.2691567115381202
sh688181,4.030391235402779
sh688188,0.31054956582028936
sh688196,0.5935382298583066
sh688198,1.0097870990300315
sh688199,0.4343122369689587
sh688202,0.5238402230256567
sh688258,0.9532133098256721
sh688268,1.1307322921182528
sh688299,1.0241633815393998
sh688300,0.4972172054107846
sh688310,1.3146683458734247
sh688321,0.6037831860613164
sh688333,0.2432095415682856
sh688357,1.2914366025605604
sh688358,0.7718589196058416
sh688363,0.3047356192127523
sh688366,0.5002872404884864
sh688368,0.5588713863600063
sh688369,0.36738417308613763
sh688399,0.8343537767351854
sz000002,0.009896671947462547
sz000021,0.05355649381763421
sz000034,0.025780340885755357
sz000050,0.038201155576574816
sz000063,0.025619874753495964
sz000066,0.019302702568155354
sz000100,0.01036168551142197
sz000333,0.001882401259497568
sz000338,0.0060856007421377775
sz000403,0.08608848426768885
sz000423,0.01729130643111601
sz000538,0.03175820140050055
sz000550,0.27946314486503754
sz000555,0.05222059175850505
sz000591,0.15237182558696694
sz000625,0.007897425831740957
sz000636,0.06430208806526484
sz000651,0.009935673048113299
sz000661,0.003221714037113726
sz000703,0.022807858169621442
sz000708,0.004739295204077188
sz000725,0.004448316323933303
sz000727,0.17171233175066433
sz000739,0.09855369004136735
sz000810,0.2187785860521845
sz000938,0.02458565781367648
sz000969,0.12748562529947294
sz000970,0.10606786601036719
sz000977,0.029283785213349164
sz000988,0.04019624810982021
sz000997,0.07864159080019166
sz001979,0.012123241408374256
sz002001,0.024734727322173446
sz002007,0.023059043412786015
sz002008,0.04013341136669143
sz002025,0.22321571177584598
sz002027,0.004445188516403895
sz002036,0.12170472824970906
sz002049,0.00795400095831338
sz002050,0.004796914573208293
sz002056,0.018757700732425213
sz002063,0.08693485180368267
sz002065,0.019578042644944893
sz002074,0.045060693180003206
sz002120,0.0758165628493851
sz002125,0.11948969813128894
sz002138,0.044474082757204464
sz002152,0.0424271464041469
sz002153,0.14460948730234793
sz002156,0.04056413309977038
sz002179,0.0077362024654789325
sz002180,0.06334039104163681
sz002185,0.02118829301986945
sz002189,0.07464576630844001
sz002216,0.06627371969911271
sz002217,0.10779065208868756
sz002223,0.07134997959147456
sz002230,0.0404295712273671
sz002236,0.004425665374395611
sz002241,0.007928474300190195
sz002271,0.005802151849109194
sz002273,0.1483343953977566
sz002292,0.25476910637278394
sz002318,0.23478677527551514
sz002332,0.14966875690089793
sz002353,0.03197281874809428
sz002368,0.03788332534738859
sz002371,0.024551107137965118
sz002376,0.22418870061419174
sz002384,0.03727757328919282
sz002387,0.20116308284432383
sz002390,0.09487302347867754
sz002396,0.0555693408173044
sz002402,0.07268371302870585
sz002407,0.12548414789969653
sz002409,0.052407762338284626
sz002410,0.017665294623631082
sz002414,0.0279174108115172
sz002415,0.000429587846529209
sz002426,0.2494925295116958
sz002429,0.07515545367426056
sz002436,0.22828517912370333
sz002456,0.009635541447053189
sz002460,0.05560291409596624
sz002463,0.012218495448011502
sz002466,0.024451964542405356
sz002475,0.004286188296571003
sz002507,0.05117778424259022
sz002508,0.02236064526433477
sz002530,0.19310656102402626
sz002555,0.029823173864600695
sz002557,0.04176456665184936
sz002572,0.03068377433494827
sz002579,0.031110958997878024
sz002600,0.06505125654173328
sz002607,0.005905750457508036
sz002618,0.5009191096397614
sz002624,0.020176988500239575
sz002635,0.23643986583612842
sz002637,0.6030056192011151
sz002643,0.05958966763949994
sz002648,0.0163512218495448
sz002681,0.29650651217493573
sz002690,0.06963017815916714
sz002709,0.07189845871266574
sz002714,0.005620378404278726
sz002745,0.298507030224208
sz002812,0.045818584764136916
sz002815,0.5265616151936229
sz002821,0.03207946761726892
sz002837,0.16534435108494763
sz002841,0.029914622990808923
sz002859,0.1788212745567801
sz002861,0.4377096310493532
sz002866,0.449474638921213
sz002897,0.06600383325347389
sz002916,0.036052495659587215
sz002925,0.057407326741298934
sz002927,0.8353155589020467
sz002938,0.13271468830411592
sz002942,0.7879143421863235
sz002947,0.4111421041823533
sz002949,0.6200822267095627
sz002951,0.9066050893284961
sz002955,0.6680315372217625
sz002959,0.85342831737322
sz002960,0.4226161954959272
sz002961,0.5085535943226408
sz002962,1.2571187258687258
sz002967,0.24202867239372985
sz002970,0.711677181379361
sz002972,10.370293731360306
sz002973,6.792141846717467
sz003816,0.12035940129625672
sz01177,0.0
sz01951,0.0
sz02269,0.0
sz300003,0.017421512051832254
sz300009,0.06909093008353492
sz300011,0.6432379012937229
sz300014,0.0362635268406473
sz300015,0.0026630719324621734
sz300033,0.028626403244575275
sz300034,0.11541577732282089
sz300036,0.06311391950167705
sz300037,0.14579444722742518
sz300059,0.00362897015538366
sz300073,0.13782243251876697
sz300078,0.45296823045984513
sz300083,0.006567013484838114
sz300088,0.08867478951331369
sz300115,0.08433188756619521
sz300124,0.029871541119185087
sz300136,0.03999039573311386
sz300142,0.011739338763775753
sz300144,0.05614324584888204
sz300166,0.050525361078787044
sz300188,0.1631528509822712
sz300207,0.10552698335267278
sz300224,0.07516770483948251
sz300232,0.23554471403057892
sz300251,0.06261365538820353
sz300253,0.05049330046587884
sz300271,0.06768088164829901
sz300274,0.001657083532981949
sz300296,0.05854423487389466
sz300302,0.2793515555479499
sz300308,0.10203855078307363
sz300319,0.21556061332055582
sz300323,0.14130984013590625
sz300324,0.3093391993727403
sz300326,0.1235159452696587
sz300347,0.014739032276166904
sz300348,0.07770894653980424
sz300357,0.028371995789341277
sz300367,0.5139238576469051
sz300369,0.14114479943870215
sz300373,0.018799413033061808
sz300377,0.18657163392429327
sz300379,0.10482622013827092
sz300398,0.12025656273530014
sz300408,0.024974097536387914
sz300433,0.006555734634316336
sz300450,0.0178618509689259
sz300454,0.03326386523573935
sz300456,0.17744478808206646
sz300458,0.18175867615853245
sz300460,0.10619203059757684
sz300463,0.10917927305085903
sz300476,0.08403972644509299
sz300482,0.06369948311262033
sz300496,0.03436451844753235
sz300504,0.6285519628311316
sz300529,0.034289794888532385
sz300531,0.2560044321993292
sz300558,0.031869127726505714
sz300562,0.3257891111643508
sz300567,0.14381234481857386
sz300572,0.2915777322820926
sz300573,0.08272744317826713
sz300595,0.0800428877093946
sz300598,0.0633085769046478
sz300601,0.021548782888129964
sz300602,0.2734460077536263
sz300604,0.08604071120542132
sz300613,0.08535834074885346
sz300618,0.1470690156752687
sz300623,0.04454231980286125
sz300624,0.21343007734957903
sz300630,0.029488671366965567
sz300634,0.5177779964405503
sz300638,0.12504919912382778
sz300657,0.1663655099554904
sz300659,0.03009061195153673
sz300661,0.07594738009968047
sz300666,0.20124580737901296
sz300674,0.2205489766582244
sz300679,0.37377515572592235
sz300684,0.4299308217537134
sz300685,0.24439616323952074
sz300686,0.24196663871586008
sz300694,0.8014408926004518
sz300706,0.6447053186391951
sz300709,0.19162706069749674
sz300724,0.07617593036256189
sz300735,0.26490947361215683
sz300746,0.9019643284961325
sz300747,0.2506328714380856
sz300749,0.9146705369977411
sz300750,0.001319424800303292
sz300759,0.0693568883981584
sz300760,0.013262741323615101
sz300766,0.38368578444794305
sz300768,0.33727175884728594
sz300772,0.5500996817030598
sz300773,0.3374172557847243
sz300776,0.31739992159254254
sz300777,0.17516706311178035
sz300782,0.04486356320808405
sz300787,1.4013032911496617
sz300788,0.6432014594073467
sz300793,0.650904408241495
sz300796,0.9053558594017387
sz300797,0.8281335563693614
sz300798,0.7318925833390376
sz300801,0.7272860479841193
sz300802,0.5372918663152851
sz300803,0.48151879140589005
sz300805,2.010193762007197
sz300806,0.9927797250584146
sz300809,1.7491097907065802
szH01177,0.0
szH01951,0.0
